#  Band    State   TwistIndex BandIndex Energy      Kx      Ky      Kz      K1      K2      K3    KmK 
       0        0        3        0    -0.281883  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
       1        1        3        1    -0.257644  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
       2        2        3        2    -0.212217  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
       3        3        3        3    -0.127931  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
       4        4        3        4    -0.110996  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
       5        5        3        5     0.110718  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
       6        6        3        6     0.115732  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
       7        7        3        7     0.134189  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
       8        8        3        8     0.151804  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
       9        9        3        9     0.153912  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      10       10        3       10     0.155702  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      11       11        3       11     0.168528  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      12       12        3       12     0.172343  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      13       13        3       13     0.191004  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      14       14        3       14     0.239408  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      15       15        3       15     0.248119  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      16       16        3       16     0.261006  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      17       17        3       17     0.281687  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      18       18        3       18     0.288953  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      19       19        3       19     0.289461  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      20       20        3       20     0.401611  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      21       21        3       21     0.412040  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      22       22        3       22     0.448466  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
      23       23        3       23     0.449900  0.0598  0.0345  0.0086  0.0789  0.0000  0.0000      1
